stratum,treatment,outcome
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
low_intent,1,0
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,1
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,0,0
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,1
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
medium_intent,1,0
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
high_intent,0,1
